ID_REF,GSM119628,GSM119629,GSM119630,GSM119631,GSM119632,GSM119633,GSM119634,GSM119635,GSM119636,GSM119637,GSM119638,GSM119639,GSM119640,GSM238799,GSM238800,GSM238801,GSM238802,GSM238803,GSM238804,GSM238805,GSM238806,GSM238807,GSM238808
208248_x_at,2799.4321,2048.1245,1492.4952,2856.1946,3418.732,3360.3972,1053.2329,3744.5195,2821.7654,3959.9084,2631.5906,1720.0613,3719.6216,1210.47,1130.03,1158.56,860.957,589.534,719.083,544.964,552.411,716.791,858.108
208610_s_at,745.5458,975.1427,1434.3292,429.21155,284.7154,1555.6447,1680.6311,366.2143,434.76987,251.0137,358.437,668.2892,264.90472,2653.09,4259.68,3392.32,3306.72,4783.92,4183.16,5014.29,8089.97,2703.59,3386.61
208803_s_at,145.2488,102.08744,44.14193,83.69339,93.39599,111.43384,226.35933,80.18697,121.8717,96.20067,100.97179,93.72906,81.28484,310.934,211.514,248.529,307.41,489.359,267.14,493.31,611.201,366.647,233.271
208942_s_at,2828.9377,1751.6268,1129.289,1973.1508,2179.8955,1883.3794,913.3097,2262.213,2971.6653,2248.4104,1698.5157,1062.2902,2168.8623,5447.18,5886.39,5170.9,10733.3,9173.42,6829.86,8219.29,4978.78,5474.96,3899.34
209023_s_at,171.5615,134.65556,199.27446,60.48873,161.2687,239.53455,131.45331,119.57595,98.04775,82.96328,93.76713,158.29121,146.71638,574.111,619.718,697.662,199.978,850.806,629.936,634.176,349.696,564.117,505.422
209186_at,295.213,470.8201,160.81787,530.14954,190.89897,309.5521,329.46548,390.29544,315.7597,191.49379,547.3272,238.8649,285.79105,760.88,871.365,1340.16,796.748,1027.08,1664.31,845.475,1279.94,911.174,560.547
209204_at,166.45656,283.9605,190.4893,246.89162,81.203705,232.49222,337.4384,158.40213,223.70332,233.58163,268.0132,200.07916,194.34282,953.917,1163.25,812.329,1222.62,754.63,1184.82,562.688,1654.4,1099.8,768.875
209290_s_at,630.55597,470.04654,932.89307,755.62366,592.3679,514.3007,698.4561,719.94055,922.7203,499.11835,525.23083,873.0582,828.9701,1513.14,1390.16,1689.86,1387.81,871.34,1794.36,1552.04,1319.25,1293.35,1768.33
209411_s_at,147.19536,191.15282,63.48519,298.86365,164.80232,370.88504,332.67874,175.39902,141.37231,243.2177,211.53061,161.66006,256.7243,733.355,799.855,616.364,1363.64,1086.65,819.66,808.902,770.76,956.814,849.72
209484_s_at,445.7873,356.4252,605.67175,463.64587,782.0782,548.1645,623.4541,410.82474,403.00995,302.11618,441.2754,379.67435,405.46796,931.126,848.616,1075.4,1134.14,1926.11,1158.64,1491.86,1674.6,1298.2,1015.65
209683_at,334.2369,223.25502,443.0619,474.37756,869.8655,409.93024,300.34845,499.42993,427.19937,427.38193,271.7099,306.73376,554.17883,101.664,87.9154,89.8879,94.9734,121.374,118.672,70.4257,47.3247,95.2217,66.5463
210371_s_at,590.3516,223.09111,202.73413,333.2243,671.43097,334.46075,255.86403,450.51776,283.7589,485.3336,355.42603,237.6304,378.485,58.6182,117.807,112.303,75.4122,47.9388,81.6336,136.68,47.6543,148.121,66.2851
211993_at,169.59029,286.12796,154.02602,213.75447,167.94727,282.58612,226.98485,223.96106,136.82948,86.990395,145.7478,157.50667,114.12882,409.224,1086.76,1144.12,840.435,981.052,653.994,664.848,1285.4,718.844,856.736
212007_at,475.57333,497.18027,486.18622,468.52954,304.6453,337.74774,999.73303,401.14957,454.97253,255.2488,330.42664,344.30505,269.6638,1221.65,1560.18,1588.97,1764.39,619.847,983.6,1168.88,1595.75,910.295,1313.43
212033_at,1530.2877,1160.3881,882.35974,1296.1917,1530.8308,1125.8474,868.63776,1467.2417,1592.627,1020.73065,935.7264,1186.7211,966.07275,467.574,385.62,345.087,333.349,248.154,411.621,313.923,444.291,527.265,298.754
212130_x_at,3586.136,2416.7546,3247.4998,3238.753,4376.041,3486.5637,3210.3494,3382.825,3306.6038,4344.825,3610.741,3499.821,4241.4077,1244.66,1095.81,1351.58,691.269,1118.49,618.961,704.088,449.529,541.354,981.749
212153_at,987.0816,1434.3384,1060.6113,1013.77014,838.20026,1248.8365,1535.6115,941.22235,1128.6681,719.0754,915.8597,1393.3782,860.44293,571.913,406.98,623.6,461.72,632.204,407.757,562.482,304.172,456.481,514.969
212227_x_at,2961.2632,1768.1592,2921.515,2782.569,3917.1638,2765.763,2584.6135,3026.149,2839.731,3839.2227,3198.6868,3133.8096,3968.0361,1109.92,887.979,1111.79,622.031,793.026,530.16,496.369,425.678,554.527,874.552
212417_at,461.839,229.40498,108.00677,327.53314,415.47894,212.15625,176.47081,512.9399,700.6036,423.606,328.2267,227.01561,247.03584,2022.61,1990.9,2129.43,2004.59,4757.29,2237.86,2949.63,2388.48,1930.61,814.34
212451_at,255.70619,474.00848,792.67194,254.23883,273.18362,408.8546,200.84695,285.58792,324.27832,188.6139,194.78378,190.29726,242.85875,915.176,1061.5,1324.34,1321.61,2142.46,2673.92,2306.95,3959.87,2103.92,1132.44
212462_at,297.0583,437.26788,506.68057,320.3191,350.21988,276.23343,481.42108,357.03918,434.03088,174.62614,294.37476,254.95436,240.06195,619.574,686.015,793.26,816.122,1365.57,943.954,1242.32,1202.19,854.566,613.582
212765_at,5287.826,4703.92,3363.4102,5528.969,5595.4634,6014.7515,3564.168,5326.2373,5157.331,6554.9233,6033.6934,4679.3696,5646.27,2624.41,2806.18,3296.44,3159.43,2667.18,3053.04,2937.17,2635.02,1901.91,2075.07
212863_x_at,2271.0344,3231.7397,2051.8127,2575.4019,2466.5264,2984.5728,2867.6113,2563.462,2222.8186,2723.3713,2521.991,3234.0479,2557.211,1041.43,1533.01,1272.29,1475.9,1644.34,1248.1,1183.59,1616.77,1203.32,1423.11
213065_at,839.091,799.36945,571.37115,637.0861,656.645,737.7253,619.2486,821.6956,865.68713,679.82153,753.38727,865.9844,794.2265,278.144,403.245,360.935,262.318,305.294,500.344,344.141,293.676,339.152,354.688
213507_s_at,3529.642,3795.047,2116.9404,3851.3137,3354.2466,3346.4517,2900.2253,3871.249,3110.7185,3428.4841,3169.8452,3429.0906,3849.804,2471.32,1874.2,1842.54,2122.59,2117.72,1460.66,1347.12,1796.95,1497.66,1806.29
213867_x_at,17707.89,18802.55,10367.847,20718.21,16709.916,18287.023,33921.7,20047.258,15256.734,23232.781,32369.912,30976.674,26463.693,4493.09,7148.03,4582.68,8707.86,6842.32,5652.12,5678.55,5996.06,7006.29,6146.83
213922_at,394.3604,148.93132,252.26083,249.47397,176.42221,909.8209,405.71228,328.8507,577.81,278.54416,236.99542,328.47745,329.33163,979.319,1470.24,1726.55,894.085,1246.85,1235,1390.17,1401.53,911.107,1259.07
213927_at,874.7927,906.7167,869.6994,771.76324,1006.81854,1710.4243,1069.5925,888.9033,906.26526,1139.4747,836.9222,1229.3109,1111.8988,461.491,369.576,378.142,503.037,661.503,401.211,347.121,394.738,256.669,377.107
214501_s_at,377.15796,419.88165,253.38852,247.52182,436.7051,321.82605,306.98367,360.54245,383.10065,304.30087,257.30673,372.32742,267.81723,675.093,639.113,591.099,987.311,1082.06,676.453,1025.59,861.439,783.655,508.063
214577_at,811.0703,2365.0076,527.5824,486.48373,342.43546,1277.6959,814.2013,477.1712,705.3807,269.92056,411.62384,627.0617,262.40057,2749.45,5877.56,3523.57,7892.17,2968.24,2992.08,5638.67,8865.93,4316.88,1470.65
214659_x_at,196.0914,221.17796,333.67883,160.95018,110.911705,182.49747,214.79747,109.02143,177.25754,119.143135,104.26728,83.10144,83.456406,693.165,853.919,740.866,1065.82,855.962,663.199,1132.2,1209.1,726.934,757.084
214726_x_at,199.68694,254.48012,180.9514,177.97777,85.955826,221.82796,218.64694,171.04588,121.85474,171.3422,160.34534,72.97341,134.14017,580.702,537.437,527.528,443.207,508.358,353.28,646.231,363.934,361.605,530.608
214843_s_at,108.40615,105.75911,72.55865,175.91908,118.10135,169.45877,316.694,166.36044,241.03746,219.81804,232.92505,213.45282,153.02223,480.789,409.908,421.884,442.13,773.231,464.88,800.385,849.101,526.198,338.011
216550_x_at,188.14742,240.1727,186.7976,175.48492,178.6686,268.95996,166.78766,210.94327,220.80852,116.9836,124.57641,118.53028,127.12734,1273.04,919.745,1661.79,2231.91,3473.21,1423.55,1837.14,1736.25,1434.8,555.779
217815_at,471.18994,371.42157,297.28378,508.53885,584.72107,459.0439,395.07104,497.44482,559.0492,684.2231,529.67395,566.07324,564.9318,222.309,211.549,177.163,211.083,182.648,174.455,197.982,221.87,133.704,218.817
218330_s_at,245.39577,422.57062,294.86603,247.19292,169.9627,277.60623,292.71097,239.10489,227.5525,318.77774,287.37515,217.66475,217.55315,744.031,862.577,891.481,670.139,1064.14,677.043,562.64,813.463,475.815,908.912
218381_s_at,120.15332,155.65558,147.28429,152.34149,81.798965,217.67873,374.17035,134.4663,95.0066,117.48258,117.60079,228.27438,150.33769,870.876,443.842,413.882,566.415,682.351,463.437,605.916,471.59,511.571,571.222
218521_s_at,272.19162,234.8023,397.51984,309.78333,206.6409,301.83496,290.92374,239.9117,247.41284,169.69095,190.54521,313.59845,158.5826,525.996,792.974,710.439,524.263,865.236,860.069,791.684,1062.33,927.528,443.804
219549_s_at,14316.948,8859.218,3324.1938,11906.614,13099.597,9726.475,6973.0273,13456.951,11005.147,14930.875,16007.141,12135.878,16092.525,3531,2387.29,2036.96,2039.74,1265.6,1593.94,1208.12,1249.81,1750.57,1266.6
220462_at,203.55011,256.66736,298.0059,231.17384,164.81784,326.2324,250.898,223.2483,271.74823,196.5277,191.99512,393.7734,227.4683,834.372,970.578,592.577,668.092,1942.02,850.679,1089.22,1305.2,628.783,646.426
221006_s_at,93.064224,201.25258,104.23359,113.54786,108.54923,125.33313,73.01999,103.32908,108.43387,106.148964,102.34236,116.73111,113.988556,300.035,358.057,451.335,333.216,179.091,351.018,252.735,299.78,224.415,367.187
221765_at,180.13908,81.18289,83.21336,143.42581,167.72559,146.74858,62.12451,83.78842,148.36676,131.3446,64.94005,159.7427,68.26799,424.179,454.648,360.502,297.619,447.102,728.668,368.728,345.459,509.791,319.313
222582_at,977.6998,290.77176,364.55106,556.41785,425.0441,506.93527,244.23254,562.012,559.5053,395.10617,440.5175,514.8357,583.6228,111.353,96.4041,83.6793,228.999,141.063,116.222,56.2756,158.709,103.54,56.8021
222633_at,250.6958,488.32043,470.54138,453.63052,343.6733,489.7521,195.33981,600.1883,531.99866,415.92123,374.32135,379.4004,449.9953,1668.61,2345.79,2433.38,3079.96,4494.37,2350.84,2528.74,3864.9,1987.67,1493.65
223134_at,226.1829,292.91412,459.78436,204.50066,319.8879,314.63605,161.87238,164.78656,293.24872,190.86159,170.27112,321.3271,222.70554,744.058,789.171,1332.37,526.671,1798.83,1518.9,1144.91,2140.88,1008.24,1317.13
223183_at,741.7677,1144.934,738.7861,1058.4542,685.79877,888.2831,546.0299,1166.2155,894.4366,1187.8866,945.6375,1052.89,1439.9255,670.449,426.915,442.884,383.693,386.893,350.037,280.629,336.187,364.944,457.894
223261_at,102.52797,73.03719,39.309265,123.765495,107.10666,80.144554,70.81182,74.80451,125.75413,62.867878,76.285774,92.46366,57.752327,215.367,176.065,342.598,190.582,275.16,228.947,142.838,174.047,241.642,345.844
224212_s_at,177.95001,146.44826,225.51779,205.45572,173.2031,211.37263,402.55304,156.89343,240.97191,188.64627,118.85053,169.02753,134.27968,675.334,541.537,368.661,618.653,778.067,738.401,753.06,767.076,578.002,335.639
224594_x_at,17517.455,18783.842,10519.698,19620.094,16253.552,18082.373,34712.254,18472.107,15343.097,24260.373,30201.568,31249.203,26429.828,4657.71,6334.91,4683.61,8810.58,6348.88,5450.77,5491.66,6245.27,6843.2,6319.38
224651_at,347.74136,508.2544,113.44538,442.01724,392.33188,464.4564,245.7089,319.83652,466.50613,340.41254,289.22662,221.14522,234.66454,994.657,633.854,911.047,803.347,829.705,969.804,1212.5,1483.2,1059.51,715.5
224666_at,620.1383,416.18088,546.6328,578.3807,900.69086,551.5552,440.20914,632.48975,681.7479,844.69775,770.93744,428.7776,873.8184,294.134,248.494,158.101,232.436,251.953,242.621,151.491,161.505,236.605,356.093
224726_at,166.45248,67.904144,156.64725,166.5947,130.45935,94.26648,104.47191,75.95396,196.55116,250.33086,98.21568,112.33064,117.39192,445.235,421.329,616.972,406.845,601.651,777.569,920.025,486.253,466.638,581.237
224771_at,149.60959,243.24562,139.56601,220.33324,89.873,230.57253,480.954,152.58401,242.80183,75.943855,162.70839,225.60786,125.191795,636.749,1586.68,778.079,1250.17,1189.28,843.358,1335.39,1670.82,1223.57,931.532
225167_at,261.75906,170.72133,326.87494,213.16725,110.04528,217.42453,118.94764,125.41576,138.61221,104.19164,224.15572,171.24832,150.54364,409.673,372.449,388.901,512.263,601.074,396.853,414.719,593.529,484.446,561.584
225197_at,625.4815,842.58887,534.10114,560.24963,1072.6122,903.2513,792.27655,684.54614,676.6127,800.6033,697.8062,633.851,737.39526,106.738,213.36,111.365,169.98,185.772,127.74,160.35,114.884,170.465,169.191
225234_at,225.18024,250.75087,270.50363,304.38144,149.04071,141.80994,187.32898,195.18558,138.04555,157.89452,325.12793,183.18608,243.32526,484.876,618.61,411.007,349.976,548.89,498.063,705.147,592.513,484.024,546.733
225431_x_at,186.35571,203.55196,169.28049,185.75423,146.7062,100.76688,105.82191,94.680466,155.35477,97.50093,197.12827,174.76004,107.94395,316.853,316.063,445.494,267.591,338.128,384.464,311.853,421.525,310.309,372.425
225476_at,5.150547,12.086768,6.32814,10.206362,7.547996,12.250651,48.17175,8.172918,38.475456,8.771583,10.001129,12.534637,15.554502,63.4918,69.8425,45.0281,77.6412,133.614,80.1377,72.0594,51.38,122.247,71.1797
226143_at,840.63605,848.443,686.3544,752.88245,854.01373,982.2819,1241.6171,479.8927,937.2163,616.07935,628.77716,1068.9221,559.14386,2019.71,1255.92,1302.63,1617.97,1732.63,1653.85,1602.02,2028.85,1907.84,1543.14
226158_at,219.67255,156.45563,192.94176,256.96576,228.05504,444.83188,226.73538,198.26395,296.03763,213.04909,187.1185,236.97612,175.46565,523.34,406.33,633.187,480.523,708.221,731.078,510.684,435.823,449.679,728.96
226554_at,628.53015,647.3237,741.0159,392.68307,393.92633,622.73566,744.9333,387.58582,521.49677,374.52536,360.16394,415.13345,385.08386,1292.05,1665.17,1435.88,2015.64,4182.05,2563.95,2987.11,4871.67,2138.32,1786.21
226575_at,317.1076,261.07166,261.6094,334.90128,332.8472,288.69226,533.58826,184.95784,299.6021,173.61665,272.7926,308.72342,459.43732,663.408,819.916,1011.3,905.063,662.512,550.08,596.435,1138.12,859.59,615.611
227322_s_at,711.199,544.1019,262.43484,676.51483,796.768,383.4355,325.7626,769.80994,601.29706,622.134,520.7517,420.69,688.7427,331.863,86.8236,221.231,195.392,154.854,151.796,173.256,121.948,129.394,137.986
227612_at,568.1277,933.5126,647.38293,473.40128,231.00673,835.3312,1072.1558,358.1434,429.38773,321.89102,385.93137,452.15552,466.56226,3021.26,2659.3,2093.27,4657.65,6379.75,3199.41,5088.21,5630.26,4091.5,2950.23
227931_at,218.08664,514.4518,278.0101,243.787,152.99983,326.19824,262.18484,269.44995,334.55737,123.00803,225.75934,303.09625,215.21265,672.194,732.661,793.671,616.125,810.191,928.71,951.897,878.01,716.344,1014.86
228007_at,478.52118,515.1976,848.91046,618.3752,434.38095,826.68677,289.14294,406.1846,632.37476,452.29678,522.27203,389.0618,449.7388,971.205,1351.55,875.284,1464.45,1268.3,1203.63,980.285,950.751,1419.77,1150.97
228839_s_at,229.91727,454.73813,238.43718,340.16776,242.64838,302.85385,254.11702,260.46072,213.91096,181.02304,254.05005,398.85928,194.75833,625.487,509.352,468.664,570.091,713.43,524.738,582.544,876.267,449.043,556.069
228854_at,1381.4266,2437.1082,1958.7665,1277.2161,415.56284,3237.6318,1184.406,682.2355,1231.9724,1070.481,1162.3882,1149.0192,1331.3811,4465.45,3550.23,4284.56,5151.6,6645.24,7169.28,10850.1,4882.97,3598.05,4789.58
229036_at,499.77948,370.72052,732.2419,337.31567,444.55588,385.7027,330.0537,429.682,408.23926,306.91458,338.172,321.75275,428.353,821.365,754.785,661.264,809.34,901.087,702.177,950.755,1244.07,723.893,814.506
229353_s_at,8205.084,10784.8955,8716.926,6497.6665,6625.8057,9678.538,8917.261,6619.7266,10996.988,6035.7163,6771.7656,7101.6265,6288.482,16701.8,22803.2,18314.9,32244.1,28976.9,26749.6,43339.6,23865.3,27411.1,16744.8
